"","Longitude","Latitude","hours","wkd_hr_value","population_1000","road_class_2_300","AirQualityStationType","Countrycode"
"273",4.431111,51.938056,20,40.06,7521.097168,0,"traffic","NL"
"274",4.431111,51.938056,8,50.2207692307692,7521.097168,0,"traffic","NL"
"275",4.431111,51.938056,9,45.8440154440154,7521.097168,0,"traffic","NL"
"276",4.431111,51.938056,10,41.453125,7521.097168,0,"traffic","NL"
"277",4.431111,51.938056,7,53.6180769230769,7521.097168,0,"traffic","NL"
"278",4.431111,51.938056,11,38.2647286821706,7521.097168,0,"traffic","NL"
"279",4.431111,51.938056,12,35.7841085271317,7521.097168,0,"traffic","NL"
"280",4.431111,51.938056,13,35.39765625,7521.097168,0,"traffic","NL"
"281",4.431111,51.938056,14,36.8120622568094,7521.097168,0,"traffic","NL"
"282",4.431111,51.938056,0,34.0723076923077,7521.097168,0,"traffic","NL"
"283",4.431111,51.938056,1,31.8323076923077,7521.097168,0,"traffic","NL"
"284",4.431111,51.938056,2,30.8734615384616,7521.097168,0,"traffic","NL"
"285",4.431111,51.938056,3,31.685,7521.097168,0,"traffic","NL"
"286",4.431111,51.938056,22,39.0326923076923,7521.097168,0,"traffic","NL"
"287",4.431111,51.938056,23,36.7384615384615,7521.097168,0,"traffic","NL"
"288",4.431111,51.938056,21,40.2953846153846,7521.097168,0,"traffic","NL"
"289",4.45084143,51.78749847,11,16.7454085603113,575.486633,0,"background","NL"
"290",4.45084143,51.78749847,12,15.4374015748032,575.486633,0,"background","NL"
"291",4.45084143,51.78749847,13,15.1932283464567,575.486633,0,"background","NL"
"292",4.45084143,51.78749847,14,15.1841568627451,575.486633,0,"background","NL"
"293",4.45084143,51.78749847,6,24.6020542635659,575.486633,0,"background","NL"
"294",4.45084143,51.78749847,7,24.7060311284047,575.486633,0,"background","NL"
"295",4.45084143,51.78749847,4,20.0446124031008,575.486633,0,"background","NL"
"296",4.45084143,51.78749847,19,22.2281081081081,575.486633,0,"background","NL"
"297",4.45084143,51.78749847,20,22.9258687258687,575.486633,0,"background","NL"
"298",4.45084143,51.78749847,21,22.8718532818533,575.486633,0,"background","NL"
"299",4.45084143,51.78749847,22,22.0475289575289,575.486633,0,"background","NL"
"300",4.45084143,51.78749847,23,21.4975675675676,575.486633,0,"background","NL"
"301",4.45084143,51.78749847,10,18.7383657587549,575.486633,0,"background","NL"
"302",4.45084143,51.78749847,15,16.2016342412452,575.486633,0,"background","NL"
"303",4.45084143,51.78749847,16,17.8349612403101,575.486633,0,"background","NL"
"304",4.45084143,51.78749847,17,19.3511196911197,575.486633,0,"background","NL"
"305",4.45084143,51.78749847,0,19.3270616113744,575.486633,0,"background","NL"
"306",4.45084143,51.78749847,1,18.5695089285714,575.486633,0,"background","NL"
"307",4.45084143,51.78749847,2,18.593488372093,575.486633,0,"background","NL"
"308",4.45084143,51.78749847,3,18.5199224806202,575.486633,0,"background","NL"
"309",4.45084143,51.78749847,18,20.6871042471042,575.486633,0,"background","NL"
"310",4.45084143,51.78749847,5,22.7664341085271,575.486633,0,"background","NL"
"311",4.45084143,51.78749847,8,23.4200775193798,575.486633,0,"background","NL"
"312",4.45084143,51.78749847,9,21.0692607003891,575.486633,0,"background","NL"
"313",4.461667,51.926944,8,57.7728682170543,8921.310547,1139.474243,"traffic","NL"
"314",4.461667,51.926944,0,38.5476923076923,8921.310547,1139.474243,"traffic","NL"
"315",4.461667,51.926944,1,34.5166023166023,8921.310547,1139.474243,"traffic","NL"
"316",4.461667,51.926944,2,31.2258687258687,8921.310547,1139.474243,"traffic","NL"
"317",4.461667,51.926944,3,31.6092664092664,8921.310547,1139.474243,"traffic","NL"
"318",4.461667,51.926944,4,37.4366795366795,8921.310547,1139.474243,"traffic","NL"
"319",4.461667,51.926944,5,48.3393822393822,8921.310547,1139.474243,"traffic","NL"
"320",4.461667,51.926944,6,56.7346303501946,8921.310547,1139.474243,"traffic","NL"
"321",4.461667,51.926944,7,60.8385214007782,8921.310547,1139.474243,"traffic","NL"
"322",4.461667,51.926944,20,51.7783783783783,8921.310547,1139.474243,"traffic","NL"
"323",4.461667,51.926944,21,50.2161538461539,8921.310547,1139.474243,"traffic","NL"
"324",4.461667,51.926944,22,48.2203846153846,8921.310547,1139.474243,"traffic","NL"
"325",4.461667,51.926944,9,52.6748062015504,8921.310547,1139.474243,"traffic","NL"
"326",4.461667,51.926944,11,44.585546875,8921.310547,1139.474243,"traffic","NL"
"327",4.461667,51.926944,12,42.7221789883269,8921.310547,1139.474243,"traffic","NL"
"328",4.461667,51.926944,13,43.4109803921568,8921.310547,1139.474243,"traffic","NL"
"329",4.461667,51.926944,14,45.02265625,8921.310547,1139.474243,"traffic","NL"
"330",4.461667,51.926944,15,47.43861003861,8921.310547,1139.474243,"traffic","NL"
"331",4.461667,51.926944,16,48.3165384615385,8921.310547,1139.474243,"traffic","NL"
"332",4.461667,51.926944,17,50.5757692307693,8921.310547,1139.474243,"traffic","NL"
"333",4.461667,51.926944,18,50.8467181467181,8921.310547,1139.474243,"traffic","NL"
"334",4.461667,51.926944,19,51.3972972972973,8921.310547,1139.474243,"traffic","NL"
"335",4.461667,51.926944,23,43.3930769230769,8921.310547,1139.474243,"traffic","NL"
"336",4.461667,51.926944,10,47.9543650793651,8921.310547,1139.474243,"traffic","NL"
"337",4.480289,51.915,10,33.3204296875,7720.691406,25.13953,"background","NL"
"338",4.480289,51.915,11,30.3999212598425,7720.691406,25.13953,"background","NL"
"339",4.480289,51.915,16,30.4181538461539,7720.691406,25.13953,"background","NL"
"340",4.480289,51.915,17,32.7905,7720.691406,25.13953,"background","NL"
"341",4.480289,51.915,14,27.3311240310077,7720.691406,25.13953,"background","NL"
"342",4.480289,51.915,15,28.5964864864865,7720.691406,25.13953,"background","NL"
"343",4.480289,51.915,20,37.0007692307692,7720.691406,25.13953,"background","NL"
"344",4.480289,51.915,18,34.4140769230769,7720.691406,25.13953,"background","NL"
"345",4.480289,51.915,19,35.7833076923077,7720.691406,25.13953,"background","NL"
"346",4.480289,51.915,3,27.9417509727626,7720.691406,25.13953,"background","NL"
"347",4.480289,51.915,4,29.3882879377432,7720.691406,25.13953,"background","NL"
"348",4.480289,51.915,5,33.8726459143969,7720.691406,25.13953,"background","NL"
"349",4.480289,51.915,6,39.5817120622568,7720.691406,25.13953,"background","NL"
