"","Longitude","Latitude","wkd_day_value","wkd_night_value","population_1000","road_class_2_300","AirQualityStationType","Countrycode"
"58",5.593378,52.423211,14.2909560867148,14.079793814433,148.189514,0,"background","NL"
"59",5.708619,52.1125,16.7848592715232,15.5472603406326,1502.014648,0,"background","NL"
"60",5.853614,51.541111,18.4474675137164,21.4763765903308,446.384308,572.360291,"background","NL"
"61",5.858061,51.838889,25.0779983296214,22.0903602726388,11547.980469,944.299866,"background","NL"
"62",5.858061,51.848889,37.3018762196821,27.3762437562438,8945.796875,0,"traffic","NL"
"63",5.882236,50.903056,15.4970505617978,13.9250024912805,1149.362793,0,"background","NL"
"64",5.971114,50.888056,31.0342359932088,23.4140997229917,6743.858887,0,"traffic","NL"
"65",5.986853,50.900317,17.6691502360456,17.0721109474718,4367.78418,0,"background","NL"
"66",6.018069,52.655,12.2198256296706,11.3870804369414,219.061432,0,"background","NL"
"67",6.043064,51.120278,17.8243907916901,17.9090584088621,1447.746216,0,"background","NL"
"68",6.093826,50.754729,14.5849108683151,11.541359561753,8607.976562,348.327576,"background","DE"
"69",6.09576,50.773126,59.5439533544486,31.9179631474104,12398.351562,965.848755,"traffic","DE"
"70",6.195834,51.326934,22.0906475860076,20.277763483424,3669.813477,0,"background","DE"
"71",6.277508,53.331667,8.93691514437242,8.6553933747412,127.34211,0,"background","NL"
"72",6.281008,50.653234,5.96856402877698,5.90212912764909,66.998436,0,"background","DE"
"73",6.378081,50.266547,5.5854802576309,5.42976721629484,33.352402,0,"background","DE"
"74",6.403614,52.389167,12.8838052843194,12.7399944040291,41.985432,0,"background","NL"
"75",6.439945,51.169434,35.8515444348576,27.1127898909812,8891.762695,0,"traffic","DE"
"76",6.451483,51.033834,19.4346000577534,20.1288724766125,786.653503,0,"industrial","DE"
"77",6.45889,51.16996,25.0551164127623,21.9403828940826,7625.741699,0,"traffic","DE"
"78",6.469463,51.097638,19.4396571930853,19.339000497265,2058.849121,0,"industrial","DE"
"79",6.552037,49.416884,9.13404073768236,9.68764423076925,257.482025,0,"background","DE"
"80",6.5789,53.218056,30.3093596196868,18.9031085949562,12394.3125,0,"traffic","NL"
"81",6.582205,50.927107,17.0019433907207,17.1142134547294,2658.072998,0,"industrial","DE"
"82",6.605839,52.0925,13.6979581944865,14.4756998813761,138.50145,0,"background","NL"
"83",6.608897,53.246944,12.2026593103449,10.9548789932236,3479.852295,0,"background","NL"
"84",6.629658,51.67286,22.8041171379111,23.8682001972387,5686.26416,0,"background","DE"
"85",6.646718,49.754231,36.9158523042754,23.242360576923,8361.007812,0,"traffic","DE"
"86",6.670194,51.342572,30.906348152425,31.8701439205955,5462.032227,0,"industrial","DE"
"87",6.690258,49.784023,20.4647081604425,16.5676009615384,5102.601074,0,"industrial","DE"
"88",6.704074,51.219577,33.3287145748988,28.0809154929577,8576.583984,381.087891,"background","DE"
"89",6.727486,51.460721,31.910907821229,25.1687706855792,5615.379395,0,"background","DE"
"90",6.732353,51.249214,26.1513002022536,25.9553550295858,7206.466797,0,"background","DE"
"91",6.73354,49.357861,18.2638241758242,16.2004567307692,4491.068359,0,"industrial","DE"
"92",6.735431,51.485492,33.1863816749344,34.5138656716417,8738.539062,0,"industrial","DE"
"93",6.748363,51.52403,27.6204610951009,28.2816757560734,6973.118164,0,"industrial","DE"
"94",6.753639,49.322646,21.6452386206897,19.7662112403101,3686.951416,2024.089111,"background","DE"
"95",6.771867,51.437686,41.1017527568196,35.4288322612568,9028.834961,0,"traffic","DE"
"96",6.782538,51.213166,66.6622023121388,43.1207491201609,14188.288086,1325.570679,"traffic","DE"
"97",6.819887,51.303394,27.7581089651196,27.2459662195727,5873.289062,0,"background","DE"
"98",6.863629,51.474935,58.0372223816355,39.9440495049505,9465.592773,1287.484375,"traffic","DE"
"99",6.86505,51.453459,26.959705969706,27.367455470738,9395.457031,0,"background","DE"
"100",6.867744,49.254344,21.443365976497,16.1667352941176,4655.54834,0,"background","DE"
"101",6.873818,50.876179,21.4317353453279,20.7062951956414,3553.601807,0,"industrial","DE"
"102",6.874469,51.862042,19.8884642032332,19.9135496558505,3033.947754,0,"background","DE"
"103",6.884571,51.019338,24.3205811623246,25.2907915437561,6179.833984,0,"background","DE"
"104",6.933333,52.876667,10.6058484257453,11.8927837573385,559.421448,0,"background","NL"
"105",6.948776,49.244247,25.9846483516484,17.7577355769231,8254.898438,0,"background","DE"
"106",6.957649,50.947268,48.7690834553441,37.6537474747475,11150.704102,1224.150146,"traffic","DE"
"107",6.965589,51.406846,35.9111162123387,26.9666749379652,3064.232422,0,"background","DE"
"108",6.97688,51.525955,26.8675427412344,25.5097321428571,5865.203613,0,"industrial","DE"
"109",6.980991,51.49654,28.8497337192474,28.6979129574679,11907.678711,0,"background","DE"
"110",6.985074,50.889871,31.5628094131319,26.7629635182408,6285.671387,0,"background","DE"
"111",6.987601,49.233464,28.9518543956045,27.1821009615384,9208.669922,2765.847168,"background","DE"
"112",6.990946,51.568051,37.8136334405144,37.4916281407035,7413.35791,502.758698,"traffic","DE"
"113",7.003174,49.23074,43.2462031938327,30.0456081081081,8594.02832,1113.395508,"traffic","DE"
"114",7.004605,50.962838,74.3860415464512,51.5940464426877,10910.029297,2703.794922,"traffic","DE"
"115",7.004976,51.028931,28.1092630352461,27.1728370221328,8788.561523,0,"background","DE"
"116",7.005276,51.477899,48.83136192408,36.4700299401197,10277.024414,1209.366699,"traffic","DE"
"117",7.010934,51.031473,56.9680444829579,34.8083928571428,9094.813477,0,"traffic","DE"
"118",7.030534,51.451176,43.0629343404997,31.8609045477261,11259.163086,0,"traffic","DE"
"119",7.036322,49.237227,16.6310616061606,16.082789017341,4414.874023,0,"background","DE"
"120",7.052573,51.183782,24.3090969802555,20.9815266036797,7822.632324,0,"background","DE"
"121",7.061679,49.299373,31.0226655348047,23.0846355685131,3829.208496,0,"background","DE"
"122",7.082648,50.753629,26.5996663765593,27.8913836163836,9931.679688,0,"background","DE"
"123",7.08406,51.17615,51.9195186697783,29.2275727181544,10049.450195,1276.962524,"traffic","DE"
"124",7.084555,51.527901,52.9005778164925,40.48215628091,8758.442383,1178.643311,"traffic","DE"
"125",7.101868,51.53364,27.7085963407661,26.601645320197,7541.731934,0,"background","DE"
"126",7.147378,51.260684,59.6807590948151,37.7044992672204,12220.105469,0,"traffic","DE"
"127",7.1864,51.560875,25.2516363102233,25.8500706357216,7206.106934,0,"industrial","DE"
"128",7.193411,49.740897,5.3802674839788,5.71810004810002,0,0,"background","DE"
"129",7.20726,53.36235,16.3912653879187,16.9953181076672,4709.15332,0,"background","DE"
"130",7.208546,51.403007,23.460071408169,16.4605989199804,5308.862793,0,"background","DE"
"131",7.231854,51.277613,26.675450867052,22.2888971684053,12242.03125,681.67981,"background","DE"
"132",7.293543,49.423116,7.38790931989924,7.68111003861004,226.900009,0,"background","DE"
"133",7.31747,52.49855,14.6672737368129,17.1157082228117,1672.694092,0,"background","DE"
"134",7.331409,51.641377,21.3813839930656,20.1509820538385,4453.895508,438.320282,"background","DE"
"135",7.457409,51.536893,28.8741072973751,28.5134554455446,8130.074219,1152.771851,"background","DE"
"136",7.460718,50.431439,28.8475553709856,25.0384423076923,5789.415527,0,"traffic","DE"
"137",7.46355,51.362818,59.6799376854599,37.8382346938775,8999.617188,462.463562,"traffic","DE"
"138",7.464249,51.5196,43.1401525618884,34.039871478003,9858.146484,2008.313721,"traffic","DE"
"139",7.481378,50.424685,24.0724141749723,23.3046057692308,4101.232422,0,"background","DE"
"140",7.483562,51.523543,59.1103410404624,39.628622754491,9373.052734,0,"traffic","DE"
"141",7.567969,47.819019,19.6551839464882,19.9448016072325,2800.533691,587.525879,"background","DE"
"142",7.569761,51.592208,23.5573790906458,26.0984768541563,2453.772461,0,"background","DE"
"143",7.582247,51.448797,24.7070403717688,23.7834342431762,4949.402344,0,"background","DE"
"144",7.592242,50.359373,48.7833660039204,32.464109922179,8883.285156,0,"traffic","DE"
"145",7.596633,50.354403,39.5645528002229,29.6497548076923,7121.268066,648.180969,"traffic","DE"
"146",7.611583,51.936535,19.9691252886836,19.1522321428571,9288.334961,0,"background","DE"
"147",7.614573,49.191996,18.4116,14.0748461538461,5894.044922,0,"background","DE"
"148",7.619377,51.953278,47.9604764638347,27.5475793650794,9152.232422,0,"traffic","DE"
"149",7.633271,47.588152,19.3238427216955,16.948770697441,4593.974609,630.347961,"background","DE"
"150",7.693785,51.547479,22.0551406429392,21.9245589692765,4334.291504,0,"background","DE"
"151",7.729909,50.424289,8.98798773690078,7.76345313258863,4.581027,0,"background","DE"
"152",7.764528,47.809892,4.1256926952141,3.05810196870267,0,0,"background","DE"
"153",7.7673,49.446,22.8629403528423,18.9538947876448,7186.183594,768.62915,"background","DE"
"154",7.802317,48.578178,25.3337902097902,25.5606121424988,7293.02832,0,"industrial","DE"
"155",7.826407,49.270263,5.24367300596083,5.10650519031142,0,0,"background","DE"
"156",7.832122,48.001511,20.0322172200338,18.745060483871,13219.789062,0,"background","DE"
"157",7.85992,47.9882,63.5544040011113,31.2965880582038,8283.125977,1117.826538,"traffic","DE"
"158",7.866222,49.841221,26.6724415367484,19.7739402697495,7547.065918,100.912918,"background","DE"
"159",7.908035,47.913256,2.61580788615476,1.71603852160333,22.077715,0,"background","DE"
"160",7.94257,52.99796,12.9216601671309,15.8049414893617,1026.270752,0,"industrial","DE"
"161",7.973542,50.766815,8.43332863585121,7.25604003906247,123.163193,0,"background","DE"
"162",8.04147,52.2703,53.6941772151898,34.0043190450352,7360.567383,1059.510986,"traffic","DE"
"163",8.05286,52.25534,18.9579322786567,20.06,5231.209961,0,"background","DE"
"164",8.059909,50.386426,55.7520563294974,31.3867968337731,5309.608887,1614.934814,"traffic","DE"
"165",8.060998,50.383217,23.6817848275862,22.5411920849421,5689.727539,578.718628,"background","DE"
"166",8.09059,53.59617,10.7348269123395,11.2708382590005,737.177368,0,"background","DE"
"167",8.148023,51.570675,13.3483589280337,13.5141846153846,551.638672,0,"background","DE"
"168",8.191907,50.930329,6.23587108013938,5.44780187284377,0,0,"background","DE"
"169",8.212084,53.142836,59.8479960541151,32.4472497308934,8166.495605,0,"traffic","DE"
"170",8.216803,50.01755,23.4465660799107,23.3801827801828,9628.692383,0,"background","DE"
"171",8.220214,48.773072,17.5650558659218,16.2369346733668,3667.582275,1051.986572,"background","DE"
"172",8.228865,50.072119,61.3274456372145,36.6220721153846,11963.982422,1954.544434,"traffic","DE"
"173",8.230316,50.077191,61.4664378274057,34.4690567853706,12683.524414,1189.549805,"traffic","DE"
"174",8.244949,50.050343,29.7105205177638,28.6821885521885,9835.047852,0,"background","DE"
"175",8.253538,49.052284,18.442843219159,19.5183076923077,2218.354004,0,"background","DE"
"176",8.261131,50.001026,57.2475346260388,37.6609134615385,11899.463867,1892.065308,"traffic","DE"
"177",8.2658,50.00987,40.0215942430114,34.196840328027,8977.09082,733.278625,"traffic","DE"
"178",8.268996,49.998837,49.9045687711386,35.2789318961294,10669.570312,0,"traffic","DE"
"179",8.273979,49.995016,37.5265097493035,29.7590240384616,10443.462891,0,"background","DE"
"180",8.3553,49.5333,36.1833970099668,29.2264134615385,6617.741699,0,"traffic","DE"
"181",8.355628,49.028594,22.0802848366378,25.0644934804413,10426.015625,853.36554,"background","DE"
"182",8.360797,51.442993,13.6990433526012,12.2471031746032,2895.302979,0,"industrial","DE"
"183",8.3649,49.6287,28.5941465468838,27.315886627907,6955.717285,0,"traffic","DE"
"184",8.38719,49.00796,46.6010053057805,32.5473393574297,11391.333008,1567.815918,"traffic","DE"
"185",8.39062,48.22915,46.0455919395466,25.3778223783241,2186.610107,639.374207,"traffic","DE"
"186",8.402331,49.514959,22.4559824710207,23.5293891625616,6257.058594,0,"background","DE"
"187",8.40666,49.07655,21.6122659960883,21.4994987468672,1707.02832,0,"background","DE"
"188",8.423,49.351124,27.7392619311875,28.6396201923077,4309.21875,0,"background","DE"
"189",8.425897,49.455508,32.9232616587545,30.0768388030888,7563.546875,0,"industrial","DE"
"190",8.44385,49.478498,52.2859695173583,37.6337633885103,7994.13916,1463.414551,"traffic","DE"
"191",8.446079,50.221941,8.01007709251101,6.02438672438671,0.87423,0,"background","DE"
"192",8.451527,50.010325,28.2952484041078,30.7957945736435,5840.260742,0,"background","DE"
"193",8.463597,48.048656,13.6009762900976,14.7403956272775,4773.789062,0,"background","DE"
"194",8.465281,49.544078,25.6871918390479,29.3577608142494,7187.772461,0,"industrial","DE"
"195",8.47204,49.49256,50.6303790412486,38.8004016064258,8837.760742,1440.457031,"traffic","DE"
"196",8.500619,50.567185,31.2198115299335,25.3992129406084,5964.605469,0,"background","DE"
"197",8.516798,49.825165,16.108446039194,19.2420656370656,342.784729,0,"background","DE"
"198",8.52628,49.00371,47.2127267652804,26.1635725037632,4697.904297,887.507324,"traffic","DE"
"199",8.542517,50.10175,41.8056104972378,35.7879413179414,13055.738281,0,"background","DE"
"200",8.548362,52.023155,25.0678765147144,21.3769165417292,9341.079102,0,"background","DE"
"201",8.55279,52.00562,40.6345630227863,25.2342699448069,6911.95752,1226.885132,"traffic","DE"
"202",8.569405,53.562455,21.7315469146239,19.5991861042184,7126.034668,0,"background","DE"
"203",8.576305,50.075464,26.9136786188579,20.98252042007,1078.498779,0,"background","DE"
"204",8.59876,53.585262,44.4972511061946,28.9853034682081,5804.671387,2089.727539,"traffic","DE"
"205",8.625456,53.180946,21.0791933701657,19.1378581765557,7141.869141,0,"background","DE"
"206",8.642,49.643238,42.2845326716293,22.3305105973025,5533.736328,1103.043457,"traffic","DE"
"207",8.653745,49.869457,71.468387985671,30.6837999037999,10777.483398,933.05072,"traffic","DE"
"208",8.664619,49.872303,24.6499476439791,21.3884175084175,9714.639648,1303.088623,"background","DE"
"209",8.665536,48.889039,26.5915921787709,20.0780230807827,8295.123047,770.324829,"background","DE"
"210",8.668579,50.584108,50.0041917656812,33.7368542568542,7897.505371,0,"traffic","DE"
"211",8.6767,49.419528,27.9210320781032,21.285406218656,11270.106445,1182.356689,"background","DE"
"212",8.684397,50.532965,17.3561135611907,18.1456806156806,1823.688477,0,"background","DE"
"213",8.691911,50.124589,55.0789536167863,38.6867307692307,13883.28125,1217.530762,"traffic","DE"
"214",8.69506,53.1177,14.4716966509825,15.6403415103415,2902.218018,0,"industrial","DE"
"215",8.700103,49.300731,18.4146952407459,17.6214177978884,4456.328613,0,"background","DE"
"216",8.735047,53.124561,22.2265070971333,22.048347868217,8099.931641,764.017456,"background","DE"
"217",8.746343,50.125332,36.9460597675706,32.160805984556,13662.230469,1234.26062,"background","DE"
"218",8.769324,50.804258,22.2158241455347,22.7442560386473,7762.611816,0,"background","DE"
"219",8.770508,50.807167,43.841075508498,26.6636474609375,7509.402832,0,"traffic","DE"
"220",8.784892,50.101494,43.5784549237171,34.0390439401255,12103.579102,910.90918,"traffic","DE"
"221",8.80122,53.83017,11.2990313627533,11.5450770047796,37.432949,0,"background","DE"
"222",8.81578,53.077151,24.0304292084727,22.6016448326056,8700.46875,1080.074707,"background","DE"
"223",8.817251,49.653465,8.67009095920618,8.09042348411935,2.127847,0,"background","DE"
"224",8.825173,53.078663,48.4430831248263,29.9221487603306,8624.753906,1803.461182,"traffic","DE"
"225",8.904442,48.645608,14.9761398601399,14.6686559679037,5459.619141,0,"background","DE"
"226",8.916966,53.060045,24.9284472222223,24.341551807229,6926.541992,907.290222,"background","DE"
"227",8.92157,50.13577,27.8517768595042,26.5566778846154,7733.027344,0,"background","DE"
"228",8.928171,51.430897,8.98790572960767,9.70864785992216,32.510735,0,"background","DE"
"229",9.001981,49.672507,17.0057367984517,16.0046993210475,6587.485352,966.879517,"background","DE"
"230",9.01652,48.80102,52.590947075209,33.8399799095931,8516.989258,0,"traffic","DE"
"231",9.031754,51.154843,6.94612222222223,6.39932104752668,0,0,"background","DE"
"232",9.051178,48.507703,22.1690868472494,20.5980421686747,8210.798828,0,"background","DE"
"233",9.05802,48.52023,60.6295574728639,35.6602712204922,10304.136719,0,"traffic","DE"
"234",9.06255,52.17017,14.3430846047157,15.2676380042463,1029.724854,332.444153,"background","DE"
"235",9.117973,49.991518,29.309972474539,34.5885233285234,3103.449707,0,"background","DE"
"236",9.156908,53.896117,25.4165440973183,23.8108626506024,1365.179932,0,"background","DE"
"237",9.169289,47.664361,22.7979671400723,20.0775931520644,11301.493164,0,"background","DE"
"238",9.171544,49.869422,18.6922522026432,16.0210678210678,2791.253174,0,"background","DE"
"239",9.172792,48.899233,24.8652924791087,28.2849874055416,10211.824219,0,"background","DE"
"240",9.18072,48.78313,63.3215143894943,45.6945308580029,15227.310547,2363.525635,"traffic","DE"
"241",9.18449,48.76871,82.2488300835655,52.1151028600101,12534.925781,1190.468018,"traffic","DE"
"242",9.19003,48.8892,62.0874999999997,40.453236327145,10970.051758,25.037563,"traffic","DE"
"243",9.19101,48.7881,85.1384098544235,60.089979859013,14281.874023,1474.601807,"traffic","DE"
"244",9.20732,48.488887,27.1810532181666,23.4894129453086,10986.999023,1020.062866,"background","DE"
"245",9.207639,48.345778,6.63525,6.85555555555555,441.283905,0,"background","DE"
"246",9.21079,48.48933,74.1132385730213,43.2779227295534,10867.807617,1267.898682,"traffic","DE"
"247",9.224786,49.165508,26.9941176470588,28.3800909550278,6149.914062,1193.697021,"background","DE"
"248",9.22589,49.146,71.0036201615149,35.885750125439,8951.617188,1809.541138,"traffic","DE"
"249",9.227769,48.678069,27.7942689404529,29.7136979427998,6685.592285,0,"background","DE"
"250",9.229745,48.8088,30.9977951437343,30.9817452357071,13862.97168,0,"background","DE"
"251",9.271233,51.360755,9.65793399889073,7.76177411536597,5.0327,0,"background","DE"
"252",9.363674,54.616669,8.8796526772793,10.1639167935058,802.901001,0,"background","DE"
"253",9.399441,50.16443,7.832517212889,7.71336538461539,89.218399,0,"background","DE"
"254",9.43809,54.78143,39.0476269315674,22.6467501203659,7395.445801,1292.826416,"traffic","DE"
"255",9.459402,50.770381,8.75063706563707,8.68474747474748,1.278863,0,"background","DE"
"256",9.483397,51.314248,22.1093895671476,22.3736587723538,10648.02832,0,"background","DE"
"257",9.485675,47.660056,25.4292213229138,21.4489468405216,8919.766602,0,"background","DE"
"258",9.49112,51.312076,48.1892371705963,29.2633333333333,8460.613281,554.702271,"traffic","DE"
"259",9.511769,53.928028,43.453886111111,25.9228911564626,5196.421875,398.164764,"traffic","DE"
"260",9.55462,51.70884,9.02829322887521,8.26647751605995,1.702309,0,"background","DE"
"261",9.62295,52.82943,12.917152058247,13.1135706638116,515.075317,0,"background","DE"
"262",9.657919,49.634841,14.5058873002523,13.9517884130982,2347.528564,0,"background","DE"
"263",9.680167,50.546384,21.6558779679735,22.1886479961371,7621.101562,176.467896,"background","DE"
"264",9.684854,50.550028,48.1672888396566,29.9222355769231,8011.608887,615.652161,"traffic","DE"
"265",9.68503,53.52418,13.333757273483,14.2160265251989,1463.313843,0,"background","DE"
"266",9.688869,47.557473,29.9261152467604,18.7039230769231,4748.713867,0,"traffic","DE"
"267",9.70612,52.36292,19.1633333333333,20.180350132626,9130.702148,0,"background","DE"
"268",9.7155,52.359478,54.0736171983356,36.6745281018028,9133.419922,1276.26416,"traffic","DE"
"269",9.733231,49.107878,20.1354473386183,19.4861381074169,4308.438965,0,"background","DE"
"270",9.774588,51.291757,6.84731768650462,6.45420233463035,0,0,"background","DE"
"271",9.786234,53.568124,26.2855631399317,23.1333714285714,1753.469971,0,"background","DE"
"272",9.80026,50.970024,17.7924089403974,14.7296538461538,3595.4375,0,"background","DE"
"273",9.800325,48.089886,16.9567756356524,17.8606927710843,5111.735352,0,"background","DE"
"274",9.832702,53.532075,16.4439414040907,18.3263378248316,1938.21814,0,"industrial","DE"
"275",9.84408,53.535958,19.1022668142818,19.38518999519,5894.815918,0,"industrial","DE"
"276",9.857223,53.480927,13.6030066445183,13.9360202117421,3817.010986,0,"background","DE"
"277",9.92833,51.5302,45.7902838063439,30.8146613333333,8978.402344,0,"traffic","DE"
"278",9.935862,50.497711,5.77654696132597,5.34322115384615,260.642609,0,"background","DE"
"279",9.943012,53.555668,56.2986459489455,34.1370769230769,11926.546875,0,"traffic","DE"
"280",9.94458,53.564399,52.0114807639081,37.5228221153846,11877.316406,974.823364,"traffic","DE"
"281",9.944815,53.545269,30.8579130916136,30.9087199230029,7915.828125,0,"background","DE"
"282",9.947654,49.790526,47.4446305563734,31.2719743589743,9352.365234,1195.562622,"traffic","DE"
"283",9.94976,51.55107,17.1788300526754,15.1582652519894,5842.581543,0,"background","DE"
"284",9.95642,49.804695,26.7143204018979,23.5338506304559,6662.240234,0,"background","DE"
"285",9.957236,53.560632,58.7976475477973,40.128792107796,11936.925781,650.814697,"traffic","DE"
"286",9.967882,53.56414,26.8955761551625,26.4017620927937,11650.365234,0,"background","DE"
"287",9.979031,48.396836,29.4467629897194,27.5814257028112,10698.750977,773.766174,"background","DE"
"288",9.981599,53.529158,37.6318383167221,33.737,9864.749023,0,"background","DE"
"289",9.990569,53.50793,26.4888179800222,26.8442657679345,9616.549805,0,"background","DE"
"290",9.997256,53.681993,48.554335355764,30.6561330761813,7273.066406,912.760498,"traffic","DE"
"291",9.998009,53.638291,23.4041806958473,20.5562133072407,6029.381836,0,"background","DE"
"292",10.008293,48.397079,30.7119565217391,30.438485576923,8092.588379,0,"background","DE"
"293",10.021227,53.523262,36.0815480578395,32.5063743842365,9418.500977,0,"industrial","DE"
"294",10.053859,53.592301,74.5628432462479,42.8987741312741,10419.620117,1437.363037,"traffic","DE"
"295",10.081685,53.52902,26.5235514277793,27.5514864864865,11167.110352,360.046448,"industrial","DE"
"296",10.096292,48.847917,20.8472844344905,22.1213494461229,6023.230957,0,"background","DE"
"297",10.1056,54.34761,14.5262998921252,12.3782109227872,5701.375488,0,"background","DE"
"298",10.110595,53.63074,18.0536172566371,16.3344444444444,7083.783203,0,"background","DE"
"299",10.116563,54.309674,17.6194653349002,15.9746114519428,9490.582031,0,"background","DE"
"300",10.122364,54.304242,70.0830699339207,43.7124432641236,8503.613281,91.572922,"traffic","DE"
"301",10.135158,54.304676,52.6885698478561,28.8481610868511,9510.4375,0,"traffic","DE"
"302",10.232076,50.048397,27.0334481808159,20.0500144230769,7108.483398,596.247131,"background","DE"
"303",10.23854,51.50758,11.7824282129914,12.1498703403566,2388.451416,0,"background","DE"
"304",10.240596,54.09323,9.05645643153525,10.0937728585178,30.356827,0,"background","DE"
